n_pairs,fog_mean,nofog_mean,fog_std,nofog_std,mean_difference,std_difference,test_name,statistic,p_value,is_normal,normality_p,cohens_d,significant,metric,display_name
13,3384444.846153846,4168162.076923077,3166440.5687906183,3917319.655682549,-783717.2307692308,5445012.295346225,Wilcoxon signed-rank (two-tailed),36.0,0.541748046875,False,0.003194680293145591,-0.14393305070019086,False,num_vertices,Vertex Count
13,6712439.461538462,8248487.538461538,6233546.049225587,7691601.417833337,-1536048.076923077,10702207.575313361,Wilcoxon signed-rank (two-tailed),36.0,0.541748046875,False,0.0033115234117428115,-0.14352628334982573,False,num_triangles,Triangle Count
13,19.153846153846153,29.846153846153847,17.257534157784555,28.07091611189323,-10.692307692307692,33.56826481018737,Paired t-test (two-tailed),-1.1034005050875362,0.2914891898970902,True,0.05519123598751948,-0.318524289318129,False,component_count,Component Count
13,0.006244444862915338,0.0066815833388369,0.004101682061794015,0.004292755662630205,-0.0004371384759215615,0.006577192502828248,Paired t-test (two-tailed),-0.2302338117407358,0.8217881753126945,True,0.15623515996130533,-0.06646277659253372,False,boundary_edge_ratio,Boundary Edge Ratio
13,1346.6923076923076,1709.5384615384614,1512.309053915969,1870.4202166845423,-362.84615384615387,2627.9463712521824,Wilcoxon signed-rank (two-tailed),40.0,0.7353515625,False,0.0022423251697255863,-0.1380721303202479,False,degenerate_triangles,Degenerate Triangles
