name,path,Q_raw,Q_norm,S_geom,S_smooth,S_complete,S_color,S_shape,S_topology,S_bonuses,mean_aspect_ratio,mean_skewness,degenerate_triangles,non_manifold_edges,boundary_edge_ratio,component_count,total_edges,normal_deviation_avg_deg,dihedral_min_deg,dihedral_max_deg,dihedral_penalty,surface_roughness,is_single_component,vertex_density_stddev,has_color,uncolored_vertex_ratio,color_gradient_stddev,is_manifold,is_watertight,num_vertices,num_triangles
pair1_fog,/Volumes/Intenso/Fog/20251209_153250/reconstruction/color_mesh.fbx,0.6433648832470034,1.0,0.4275,1.0,0.6974325549800229,0.75,1.0,0.85,0.5,5.73869082914049,0.5791815917369796,1084,0,0.005134890039954165,38,8885682,15.951594066753056,0.00011458074937109242,179.59893991935044,39.598825338601074,20.797018803337572,False,20908.141587395607,True,0.0,0.03439704134252155,True,False,2965122,5908579
pair1_nofog,/Volumes/Intenso/NoFog/20251209_153834/reconstruction/color_mesh.fbx,0.13578400361500226,0.0,0.07250000000000001,0.0,0.4968933574333484,0.25,0.0,0.15,0.5,6.015229814603838,0.5806508905502125,1436,0,0.0062132851333032086,224,11666936,16.49646933100705,0.00011458074937109242,179.74732849508501,39.747213914335646,20.919106908780968,False,22822.11221545173,True,0.0,0.039275320362195984,True,False,3898629,7753794
